tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
tt0389515,Voodoo,Voodoo,1993,75,['Documentary']
tt2084050,Pambato,Pambato,1993,105,['Drama']
tt5120944,Jesus Calderon: Maton,Jesus Calderon: Maton,1993,94,"['Action', 'Drama']"
tt0203015,Nachas vemos vecinas no sabemos,Nachas vemos vecinas no sabemos,1993,86,['Comedy']
tt2014166,A Human Search: The Life of Father Bede Griffiths,A Human Search: The Life of Father Bede Griffiths,1993,55,['Documentary']
tt20216324,"Rebecca Horn, an Erotic Concert",Rebecca Horn,1993,45,['Documentary']
tt20227114,The Battle of Tuntenhaus,The Battle of Tuntenhaus,1993,45,['Documentary']
tt0203737,Rainbow Bridge,Niji no hashi,1993,115,['Drama']
tt0393353,Herencia diabólica,Herencia diabólica,1993,90,['Horror']
tt0204254,The Little Dolphins,Ta delfinakia tou Amvrakikou,1993,98,"['Comedy', 'Drama', 'Family']"
tt5157054,Call Off the Search,Call Off the Search,1993,91,['Documentary']
tt0204442,Drug Connection,Kyokutô kuroshakai,1993,110,"['Crime', 'Drama']"
tt2391831,Kokkai e ikô!,Kokkai e ikô!,1993,110,['Comedy']
tt2058642,Kolme kotia,Kolme kotia,1993,55,['Documentary']
tt0204635,Tear of the Prince of Darkness,Lza ksiecia ciemnosci,1993,93,['Horror']
tt20674308,Els De Davant/Los De Enfrente,Els De Davant/Los De Enfrente,1993,100,['Drama']
tt2076148,A Saga do Guerreiro Alumioso,A Saga do Guerreiro Alumioso,1993,80,['Adventure']
tt5091846,Upak Gang,Upak Gang,1993,104,['Action']
tt0387979,"Dedushka khoroshiy, no... ne govorit, kuda spryatal den'gi","Dedushka khoroshiy, no... ne govorit, kuda spryatal den'gi",1993,71,['Comedy']
tt0383493,Maricris Sioson: Japayuki,Maricris Sioson: Japayuki,1993,102,"['Crime', 'Drama']"
tt4865696,Green Green Leaves of Home,Qing chun wu hui,1993,100,['Drama']
tt0383338,Ein Elefant im Krankenhaus,Ein Elefant im Krankenhaus,1993,90,['Family']
tt0209378,Succede un quarantotto,Succede un quarantotto,1993,87,['Documentary']
tt4696054,Tony Cragg in Celebration of Sculpture,Tony Cragg in Celebration of Sculpture,1993,60,['Biography']
tt4656450,Steal Away,Steal Away,1993,67,['Drama']
tt0381312,Mixed Up,Khaltabita,1993,138,"['Adventure', 'Comedy', 'Crime']"
tt0381163,Mother's Field,Emiui deul,1993,91,['Drama']
tt4556500,Bluesiana,Bluesiana,1993,68,"['Documentary', 'Music']"
tt0380729,"Stéphane et Paulo, séropositifs","Stéphane et Paulo, séropositifs",1993,120,"['Documentary', 'Drama']"
tt0379810,Hombres de acero,Hombres de acero,1993,90,['Action']
tt0379592,The Age of Women Will Never End,Yeojaui shidae ggeutnaji anhneunda,1993,99,['Drama']
tt0383545,Open the Gate,Open the Gate,1993,59,['Documentary']
tt0208545,Veleno,Veleno,1993,90,['Drama']
tt0383681,El triste juego del amor,El triste juego del amor,1993,85,['Drama']
tt0383884,Anna Domina,Anna Domina,1993,90,['Documentary']
tt2388775,The Mike King Story Special Feature,The Mike King Story Special Feature,1993,51,['Action']
tt0206544,Alive: 20 Years Later,Alive: 20 Years Later,1993,51,['Documentary']
tt2386352,Coherent Groom,Razborchivyy zhenikh,1993,97,"['Comedy', 'Romance']"
tt0387280,Heaven!,Heaven!,1993,45,['Action']
tt0395620,Kasam Teri Kasam,Kasam Teri Kasam,1993,156,"['Drama', 'Romance']"
tt0207357,Broken Trust,Broken Trust,1993,93,['Drama']
tt0207738,The Silent Feminists: America's First Women Directors,The Silent Feminists: America's First Women Directors,1993,45,['Documentary']
tt2386302,Happy Loser,Schastlivyy neudachnik,1993,88,['Comedy']
tt0207853,Un ángel para los diablillos,Un ángel para los diablillos,1993,82,"['Action', 'Comedy', 'Family']"
tt0386625,Marseille en mars,Marseille en mars,1993,52,['Documentary']
tt2112229,Pierwszy chrzescijanin,Pierwszy chrzescijanin,1993,135,['Documentary']
tt4941456,Flyin' Cut Sleeves,Flyin' Cut Sleeves,1993,60,['Documentary']
tt0385914,Obligado a matar,Obligado a matar,1993,85,['Action']
tt0384827,On a Windy Day We Must Go to Apgujeong,Barambuneun nalimyeon apgujeongdopge gayahanda,1993,110,"['Drama', 'Romance']"
tt0208465,Sottovoce,Sottovoce,1993,105,['Documentary']
tt4979158,Swami Ayappa Shabarimalai,Swami Ayappa Shabarimalai,1993,118,['Action']
tt18286470,White Moon,Shiroi tsuki,1993,55,['Documentary']
tt0202672,Bloom in the Moonlight,Waga ai no uta - Taki Rentaro monogatari,1993,125,"['Biography', 'Drama', 'Music']"
tt1859502,High Desert,High Desert,1993,85,['Horror']
tt5716516,Ka'b Bin Züheyr: Kaside-i bürde sairi,Ka'b Bin Züheyr: Kaside-i bürde sairi,1993,90,"['Biography', 'History']"
tt0412641,Dikaya lyubov,Dikaya lyubov,1993,122,['Drama']
tt0196121,Strange Weather,Strange Weather,1993,50,['Drama']
tt0196126,Suflöör,Suflöör,1993,96,['Drama']
tt1859554,Human Scramble: Rain,Ningen kôsaten: Ame,1993,70,['Drama']
tt0411448,Green on Thursdays: The Crusade Against Gay-Bashing,Green on Thursdays: The Crusade Against Gay-Bashing,1993,80,['Documentary']
tt5606364,Ondho Prem,Ondho Prem,1993,119,"['Drama', 'Musical', 'Romance']"
tt1863450,Universe Global Dance Party,Universe Global Dance Party,1993,108,['Music']
tt0410344,Murdered,Murdered,1993,84,['Drama']
tt0410333,Moroccan Goumiers,Les goumiers marocains,1993,52,"['Documentary', 'History', 'War']"
tt0409848,Crayon Shin-chan: Action Kamen vs. Demon,Kureyon Shinchan: Action Kamen vs Haigure Maô,1993,93,"['Action', 'Adventure', 'Animation']"
tt0197007,Tbilisi chemi sakhlia,Tbilisi chemi sakhlia,1993,100,['Drama']
tt0409719,Ligaw-ligawan kasal-kasalan bahay-bahayan,Ligaw-ligawan kasal-kasalan bahay-bahayan,1993,103,['Comedy']
tt5546608,Sweet Peach,Mi tao lai tou huan,1993,96,['Romance']
tt5538244,Abujh Sontan,Abujh Sontan,1993,155,['Drama']
tt5533038,Arckép sötét háttérrel,Arckép sötét háttérrel,1993,63,['History']
tt0409008,La loteria,La loteria,1993,90,['Comedy']
tt0408058,On ne vit qu'une fois,On ne vit qu'une fois,1993,52,['Documentary']
tt1887733,Education of an Architect: Voices from the Cooper Union,Education of an Architect: Voices from the Cooper Union,1993,64,['Documentary']
tt0407040,La negra Tomasa,La negra Tomasa,1993,90,['Comedy']
tt0197975,Le tronc,Le tronc,1993,80,['Comedy']
tt5825942,Qi xia wu yi: Wu shu nao Dong Jing,Qi xia wu yi: Wu shu nao Dong Jing,1993,92,"['Adventure', 'Comedy']"
tt5822418,King Swindler,Long fu hu zi,1993,94,"['Action', 'Comedy']"
tt1836163,The (Un)Lucky,The (Un)Lucky,1993,70,['Documentary']
tt1839508,Insaaf Punjab Daa,Insaaf Punjab Daa,1993,140,['Action']
tt0414954,Dunkle Schatten der Angst,Dunkle Schatten der Angst,1993,88,['Drama']
tt0414876,Bokyo,Bokyo,1993,110,['Drama']
tt0414708,À l'ouest du Pécos,À l'ouest du Pécos,1993,72,['Documentary']
tt1844676,Haunted,Haunted,1993,86,"['Comedy', 'Horror']"
tt0194923,Zolotoy tsyplyonok,Zolotoy tsyplyonok,1993,72,"['Family', 'Fantasy']"
tt0194926,Craving Desire,Graffiante desiderio,1993,97,"['Drama', 'Thriller']"
tt0195007,Kreola,Kreola,1993,87,['Drama']
tt1849192,Breakfast with Dracula,Un vampiro a Miami,1993,81,['Horror']
tt0414288,Mueose seuneun mulgeoningo,Mueose seuneun mulgeoningo,1993,93,"['Fantasy', 'Romance']"
tt0195159,Jailbirds,Portagli i miei saluti... avanzi di galera,1993,105,['Drama']
tt0195241,See Angkor and Die,Revoir Angkor ...et mourir,1993,81,"['Drama', 'Romance']"
tt2485472,La ruta del bakalao,La ruta del bakalao,1993,53,['Documentary']
tt1853590,Kisho Kurokawa: From Metabolism to Symbiosis,Kisho Kurokawa: From Metabolism to Symbiosis,1993,58,['Documentary']
tt1853711,The New Modernists 9: American Architects,The New Modernists 9: American Architects,1993,58,['Documentary']
tt1853719,"The Sensual Nature of Sound: 4 Composers Laurie Anderson, Tania Leon, Meredith Monk, Pauline Oliveros","The Sensual Nature of Sound: 4 Composers Laurie Anderson, Tania Leon, Meredith Monk, Pauline Oliveros",1993,58,['Documentary']
tt5483670,Dola,Dola,1993,151,"['Drama', 'Romance']"
tt5480086,Rumuz Sev Beni,Rumuz Sev Beni,1993,84,"['Comedy', 'Romance']"
tt1918913,Les Folies de Fath,Les Folies de Fath,1993,52,['Documentary']
tt5326664,Kizilirmak Karakoyun,Kizilirmak Karakoyun,1993,93,['Drama']
tt0200869,Misery Loves Company,Misery Loves Company,1993,80,"['Drama', 'Romance']"
tt1975979,The History of the Submarine,The History of the Submarine,1993,55,"['Documentary', 'History']"
tt0200990,Pueblo viejo,Pueblo viejo,1993,90,"['Crime', 'Drama', 'Mystery']"
tt1975993,The Recordist,The Recordist,1993,100,['Sci-Fi']
tt0201315,Vitka 'Shushera' i avtomobil,Vitka 'Shushera' i avtomobil,1993,70,['Comedy']
tt0398960,"Doisneau des villes, doisneau des champs","Doisneau des villes, doisneau des champs",1993,55,['Documentary']
tt1980158,The Children from Kallio,Kallion lapset,1993,96,['Documentary']
tt1986037,Ngau zoeng,Ngau zoeng,1993,98,"['Crime', 'Drama']"
tt1991145,Rail of the Star,Ohishisama no rêru,1993,76,"['Animation', 'Biography', 'Drama']"
tt1994565,Hilda Goes Europe,Suomi-karjan antibioottikuuri,1993,60,['Documentary']
tt0396927,Virgen de medianoche,Virgen de medianoche,1993,56,"['Drama', 'Fantasy']"
tt0396805,Phoolan Hasina Ramkali,Phoolan Hasina Ramkali,1993,117,['Action']
tt2004162,Au nord de l'hiver,Au nord de l'hiver,1993,92,['Documentary']
tt0202281,Dying at a Hospital,Byôin de shinu to iu koto,1993,100,['Drama']
tt0202364,A Class to Remember,Gakko,1993,128,['Drama']
tt5216634,Gereizt,Gereizt,1993,51,"['Action', 'Comedy']"
tt0396415,A las puertas del infierno,A las puertas del infierno,1993,90,['Thriller']
tt5204552,Murders Made to Order,Xie zi: Mie sha xing dong,1993,75,"['Action', 'Crime']"
tt5336464,Yüregin Aynasi,Yüregin Aynasi,1993,76,['Drama']
tt0200698,Het is een schone dag geweest,Het is een schone dag geweest,1993,70,['Documentary']
tt0200637,The Yellow Mercedes,Mercedes mon amour,1993,90,"['Action', 'Comedy', 'Drama']"
tt2400334,Vie,Vie,1993,65,['Documentary']
tt1921127,The Making of the Last Best Hope of Earth: Abraham Lincoln and the Promise of America,The Making of The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,1993,58,['Documentary']
tt0198490,A Formula for Mayhem,A Formula for Mayhem,1993,87,"['Crime', 'Thriller']"
tt0405474,Animation Legend: Winsor McCay,Animation Legend: Winsor McCay,1993,100,['Animation']
tt0404806,Balmaa,Balmaa,1993,174,['Romance']
tt0404177,Kill or Be Killed,Kill or Be Killed,1993,90,"['Action', 'Drama']"
tt5195648,Between Us Two... Beirut,Between Us Two... Beirut,1993,52,['Documentary']
tt0404087,Guldalder,Guldalder,1993,63,['Documentary']
tt0403211,Kung mawawala ka pa,Kung mawawala ka pa,1993,115,"['Drama', 'Romance']"
tt0199908,Op de fiets naar Hollywood,Op de fiets naar Hollywood,1993,120,['Documentary']
tt2399152,Way to Success,Ma foo sau gei,1993,91,"['Comedy', 'Drama']"
tt5375358,Acuadudur,Acuadudur,1993,50,['Drama']
tt19495814,The Truth Lies in Rostock,The Truth Lies in Rostock,1993,79,"['Documentary', 'History']"
tt0402233,Greetings from Out Here,Greetings from Out Here,1993,60,['Documentary']
tt1961246,"Crotone, Italia","Crotone, Italia",1993,53,['Documentary']
tt1961472,Rajaton maisema,Rajaton maisema,1993,58,['Documentary']
tt0401493,"Hurra, es lebe der Krieg!","Hurra, es lebe der Krieg!",1993,91,['Documentary']
tt9702992,"Ulysses, Cidadão","Ulysses, Cidadão",1993,73,['Documentary']
tt0015724,Dama de noche,Dama de noche,1993,102,"['Drama', 'Mystery', 'Romance']"
tt0107313,Khochu v Ameriku,Khochu v Ameriku,1993,90,['Comedy']
tt0107444,Lotta 2 - Lotta flyttar hemifrån,Lotta 2 - Lotta flyttar hemifrån,1993,83,"['Comedy', 'Family']"
tt0107443,Lost in Yonkers,Lost in Yonkers,1993,114,"['Comedy', 'Drama']"
tt0107440,Lootere,Lootere,1993,156,"['Action', 'Romance', 'Thriller']"
tt0107438,Look Who's Talking Now,Look Who's Talking Now,1993,96,"['Comedy', 'Family', 'Romance']"
tt0107436,Long Time Comin',Long Time Comin',1993,52,['Documentary']
tt0107435,La Lola se va a los puertos,La Lola se va a los puertos,1993,105,"['Drama', 'Musical']"
tt0107430,Live by the Fist,Live by the Fist,1993,77,"['Action', 'Crime', 'Drama']"
tt0107427,Little Miss Millions,Little Miss Millions,1993,90,"['Comedy', 'Family']"
tt0107426,Little Buddha,Little Buddha,1993,123,['Drama']
tt0107422,Lip Gloss,Lip Gloss,1993,68,['Documentary']
tt0111833,Treasure Island,Zhi yao wei ni huo yi tian,1993,105,['Drama']
tt0107419,Lillian,Lillian,1993,82,"['Biography', 'Documentary', 'Drama']"
tt0107413,Life with Mikey,Life with Mikey,1993,91,"['Comedy', 'Family']"
tt0107404,Lichnaya zhizn korolevy,Lichnaya zhizn korolevy,1993,74,['Comedy']
tt0107403,Libera me,Libera me,1993,75,['Drama']
tt0107402,Libera,Libera,1993,83,['Comedy']
tt0107399,Lim jing dai yat gik,Lim jing dai yat gik,1993,100,"['Action', 'Thriller']"
tt0107398,The Incorruptible,Li Luo Fu qi an,1993,81,"['Action', 'Crime']"
tt0107387,Leprechaun,Leprechaun,1993,92,"['Comedy', 'Fantasy', 'Horror']"
tt0107382,Legend of the Galactic Heroes: Overture to a New War,Ginga eiyû densetsu: Arata naru tatakai no jokyoku,1993,90,"['Action', 'Animation', 'Drama']"
tt0107416,Lightning in a Bottle,Lightning in a Bottle,1993,109,['Drama']
tt0107445,The Lotus Eaters,The Lotus Eaters,1993,101,['Drama']
tt0107446,"Louis, enfant roi","Louis, enfant roi",1993,160,"['Biography', 'Drama', 'History']"
tt0107447,Love & Human Remains,Love & Human Remains,1993,100,"['Comedy', 'Drama']"
tt0107499,Malli - artist in residence,Malli - artist in residence,1993,102,['Documentary']
tt0107497,Malice,Malice,1993,107,"['Crime', 'Mystery', 'Thriller']"
tt0107495,Malenkiy gigant bolshogo seksa,Malenkiy gigant bolshogo seksa,1993,79,['Comedy']
tt0107494,"Malenkie chelovechki Bolshevistskogo pereulka, ili Khochu piva","Malenkie chelovechki Bolshevistskogo pereulka, ili Khochu piva",1993,98,"['Comedy', 'Drama']"
tt0107492,The Making of '...and God Spoke',The Making of '...And God Spoke',1993,82,['Comedy']
tt0107490,Makarov,Makarov,1993,99,"['Drama', 'Thriller']"
tt0107485,Magnificat,Magnificat,1993,95,"['Drama', 'History']"
tt0107481,Mafiya bessmertna,Mafiya bessmertna,1993,93,"['Action', 'Crime']"
tt0107480,Madregilda,Madregilda,1993,113,['Drama']
tt0107479,La madre muerta,La madre muerta,1993,105,"['Drama', 'Thriller']"
tt0107478,Made in America,Made in America,1993,111,['Comedy']
tt0107475,Madame Bäurin,Madame Bäurin,1993,100,['Romance']
tt0107474,Madadayo,Mâdadayo,1993,134,['Drama']
tt0107473,Mad Dog and Glory,Mad Dog and Glory,1993,97,"['Comedy', 'Crime', 'Drama']"
tt0107472,"The Wonderful, Horrible Life of Leni Riefenstahl",Die Macht der Bilder: Leni Riefenstahl,1993,183,"['Biography', 'Documentary', 'History']"
tt0107471,My Favorite Season,Ma saison préférée,1993,127,"['Drama', 'Romance']"
tt0107468,M. Butterfly,M. Butterfly,1993,101,"['Drama', 'Romance']"
tt0107467,Lyubov po zakazu,Lyubov po zakazu,1993,84,['Drama']
tt0107462,Il lungo silenzio,Il lungo silenzio,1993,98,['Drama']
tt0107457,Ludwig 1881,Ludwig 1881,1993,90,"['Biography', 'Drama']"
tt0107455,"Luck, Trust & Ketchup: Robert Altman in Carver Country","Luck, Trust & Ketchup: Robert Altman in Carver Country",1993,90,['Documentary']
tt0107451,"Love, Cheat & Steal","Love, Cheat & Steal",1993,96,['Thriller']
tt0107450,Love in Limbo,Love in Limbo,1993,95,['Comedy']
tt0107448,Love Bites,Love Bites,1993,98,"['Comedy', 'Horror', 'Romance']"
tt0107376,Latcho Drom,Latcho Drom,1993,103,['Music']
tt0107372,The Last Party,The Last Party,1993,96,"['Documentary', 'History']"
tt0107366,Last Call at Maud's,Last Call at Maud's,1993,77,"['Documentary', 'History']"
tt0107364,The Last Border,The Last Border : viimeisellä rajalla,1993,105,"['Action', 'Adventure', 'Comedy']"
tt0107302,Kalifornia,Kalifornia,1993,117,"['Crime', 'Drama', 'Thriller']"
tt0117169,New York Cop,New York Undercover Cop,1993,93,"['Action', 'Crime', 'Drama']"
tt0109823,For the Moment,For the Moment,1993,120,"['Drama', 'Romance', 'War']"
tt0107296,Justiz,Justiz,1993,106,['Drama']
tt0107295,"Justinien Trouvé, ou le bâtard de Dieu","Justinien Trouvé, ou le bâtard de Dieu",1993,160,"['Drama', 'History']"
tt0107291,Just Friends,Just Friends,1993,95,"['Drama', 'Music']"
tt0107290,Jurassic Park,Jurassic Park,1993,127,"['Action', 'Adventure', 'Sci-Fi']"
tt0107289,The Jungle Creature: Hugo,Jungledyret,1993,73,"['Animation', 'Family', 'Musical']"
tt0107286,Judgment Night,Judgment Night,1993,110,"['Action', 'Crime', 'Drama']"
tt0107282,The Joy Luck Club,The Joy Luck Club,1993,139,['Drama']
tt0107278,The Diary of Lady M,Le journal de Lady M,1993,113,['Drama']
tt0107277,Josh and S.A.M.,Josh and S.A.M.,1993,96,"['Adventure', 'Comedy', 'Drama']"
tt0107276,Look to the Sky,Jona che visse nella balena,1993,100,['Drama']
tt0107275,La joie de vivre,La joie de vivre,1993,80,"['Comedy', 'Drama']"
tt0109838,Freaked,Freaked,1993,86,"['Comedy', 'Sci-Fi']"
tt0107274,Johnny One Hundred Pesos,Johnny 100 Pesos,1993,90,"['Crime', 'Drama', 'Thriller']"
tt0107273,Joey Breaker,Joey Breaker,1993,92,"['Comedy', 'Drama', 'Romance']"
tt0111116,Seilama,Seilama,1993,105,['Drama']
tt0107272,Lepiej byc piekna i bogata,Lepiej byc piekna i bogata,1993,98,['Comedy']
tt0107271,Love Chaser,Jing tian tao se jie,1993,90,['Comedy']
tt0107269,Jie da huan xi,Jie da huan xi,1993,95,"['Comedy', 'Romance']"
tt0107266,"Yesteryou, Yesterme, Yesterday",Ji de... xiang jiao cheng shu shi,1993,93,"['Comedy', 'Romance']"
tt0107265,Young Werther,Le jeune Werther,1993,94,['Drama']
tt0107261,Jedna kocka za druhou,Jedna kocka za druhou,1993,90,['Comedy']
tt0107256,Call Me Victor,Je m'appelle Victor,1993,102,"['Comedy', 'Drama']"
tt0107305,Kanehsatake: 270 Years of Resistance,Kanehsatake: 270 Years of Resistance,1993,119,['Documentary']
tt0107501,The Man Without a Face,The Man Without a Face,1993,115,['Drama']
tt0107311,Khalnayak,Khal Nayak,1993,190,"['Action', 'Adventure', 'Crime']"
tt0107316,Kill Zone,Kill Zone,1993,81,"['Action', 'War']"
tt0107362,Last Action Hero,Last Action Hero,1993,130,"['Action', 'Adventure', 'Comedy']"
tt0107359,Lang xin ru tie,Lang xin ru tie,1993,95,['Crime']
tt0107358,The Blue Kite,Lan feng zheng,1993,140,['Drama']
tt0107356,Lady Dragon 2,Lady Dragon 2,1993,95,"['Action', 'Thriller']"
tt0107353,L.A. Goddess,L.A. Goddess,1993,96,"['Comedy', 'Drama', 'Romance']"
tt0107349,The Slingshot,Kådisbellan,1993,102,['Drama']
tt0107346,Kyôso tanjô,Kyôso tanjô,1993,95,['Comedy']
tt0107345,Unkai no meikyû zegai,Unkai no meikyû zegai,1993,70,"['Adventure', 'Animation', 'Fantasy']"
tt0107340,Odds and Evens,Kosh ba kosh,1993,90,"['Drama', 'War']"
tt0107339,Kontesa Dora,Kontesa Dora,1993,117,"['Biography', 'Drama', 'History']"
tt0107338,Der Kongreß der Pinguine,Der Kongreß der Pinguine,1993,91,['Documentary']
tt0107337,Al-kompars,Al-kompars,1993,100,"['Comedy', 'Drama', 'Romance']"
tt0107336,Kolos,Kolos,1993,91,['Drama']
tt0107335,Kodeks beshchestiya,Kodeks beshchestiya,1993,148,['Mystery']
tt0107334,Ko zaprem oci,Ko zaprem oci,1993,99,"['Crime', 'Romance', 'Thriller']"
tt0107333,Knights,Knights,1993,90,"['Action', 'Adventure', 'Sci-Fi']"
tt0107331,The Little Blonde Dead,De kleine blonde dood,1993,95,['Drama']
tt0107326,Kirie Eleison,(Nama) tôchô ripôto: Chiwa,1993,60,"['Drama', 'Horror']"
tt0107324,Der Kinoerzähler,Der Kinoerzähler,1993,98,['Drama']
tt0107323,Kino,Kino,1993,109,"['Adventure', 'Biography', 'Drama']"
tt0107322,King of the Hill,King of the Hill,1993,103,"['Drama', 'History']"
tt0107321,King Uncle,King Uncle,1993,171,"['Comedy', 'Drama', 'Family']"
tt0107320,Killing Device,Killing Device,1993,93,"['Action', 'Thriller']"
tt0107319,Grey Knight,Grey Knight,1993,82,"['Horror', 'War']"
tt0107315,Kika,Kika,1993,114,['Comedy']
tt0107504,Man's Best Friend,Man's Best Friend,1993,87,"['Comedy', 'Horror', 'Sci-Fi']"
tt0107505,Mandroid,Mandroid,1993,81,"['Action', 'Sci-Fi']"
tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,1993,104,"['Comedy', 'Mystery']"
tt0107678,Noch voprosov...,Noch voprosov...,1993,100,['Romance']
tt0107673,Nesravnennaya,Nesravnennaya,1993,112,['Biography']
tt0107672,The Immortal Aunt,Nesmrtelná teta,1993,98,"['Comedy', 'Fantasy']"
tt0107666,The Neighbor,The Neighbor,1993,93,"['Horror', 'Thriller']"
tt0111799,Yolcu,Yolcu,1993,102,['Drama']
tt0107665,Needful Things,Needful Things,1993,120,"['Crime', 'Drama', 'Fantasy']"
tt0107664,Necronomicon: Book of Dead,Necronomicon,1993,96,['Horror']
tt0111216,Slaughter of the Innocents,Slaughter of the Innocents,1993,104,"['Crime', 'Horror', 'Mystery']"
tt0107661,Navodneniye,Navodneniye,1993,99,"['Crime', 'Drama', 'Mystery']"
tt0107660,Navigators of the Space,Navigatori dello spazio,1993,102,"['Adventure', 'Sci-Fi']"
tt0107659,Loaded Weapon 1,Loaded Weapon 1,1993,84,"['Action', 'Comedy', 'Crime']"
tt0107656,Nan yu nu,Nan yu nu,1993,87,"['Comedy', 'Drama', 'Thriller']"
tt0107654,Naked Instinct,Naked Instinct,1993,90,['Drama']
tt0107653,Naked,Naked,1993,131,"['Comedy', 'Drama']"
tt0107652,The Birth of Love,La naissance de l'amour,1993,94,['Drama']
tt0107651,Sidestroke,La nage indienne,1993,92,"['Comedy', 'Drama']"
tt0107650,Nad temnoy vodoy,Nad temnoy vodoy,1993,95,"['Drama', 'Romance']"
tt0107644,Möbius,Möbius,1993,90,['Sci-Fi']
tt0107642,Café au lait,Métisse,1993,94,"['Comedy', 'Romance']"
tt0107641,Médecins de coeur,Médecins de coeur,1993,110,['Documentary']
tt0107639,The Myth of the Male Orgasm,The Myth of the Male Orgasm,1993,90,"['Comedy', 'Romance']"
tt0107636,The Mystery of Edwin Drood,The Mystery of Edwin Drood,1993,112,"['Drama', 'Mystery']"
tt0107631,My Life's in Turnaround,My Life's in Turnaround,1993,84,"['Comedy', 'Drama', 'Romance']"
tt0107680,Night Eyes Three,Night Eyes Three,1993,97,"['Drama', 'Thriller']"
tt0111208,The Eight Hilarious Gods,Siu bat sin,1993,87,"['Comedy', 'Fantasy']"
tt0107681,Night Owl,Night Owl,1993,77,"['Crime', 'Drama', 'Horror']"
tt0107684,Night Trap,Night Trap,1993,93,"['Horror', 'Thriller']"
tt0107745,Once Upon a Forest,Once Upon a Forest,1993,71,"['Adventure', 'Animation', 'Drama']"
tt0107743,The Olympic Summer,Der olympische Sommer,1993,85,"['Drama', 'History', 'Sport']"
tt0107741,"Olen aito suomalainen, ammuu","Olen aito suomalainen, ammuu",1993,51,"['Documentary', 'History']"
tt0107740,Old Vick,Old Vick,1993,50,['Documentary']
tt0111787,Yankee Zulu,Yankee Zulu,1993,100,"['Comedy', 'Drama']"
tt0107738,Okhlamon,Okhlamon,1993,97,['Drama']
tt0107736,Ohikkoshi,Ohikkoshi,1993,125,['Drama']
tt0107729,Oeroeg,Oeroeg,1993,100,['Drama']
tt0107727,L'oeil de Vichy,L'oeil de Vichy,1993,110,"['Documentary', 'War']"
tt0107726,Odile & Yvette at the Edge of the World,Odile & Yvette at the Edge of the World,1993,95,['Family']
tt0107720,Nyomkeresö,Nyomkeresö,1993,90,"['Adventure', 'Family', 'Fantasy']"
tt0107719,The Nutcracker,The Nutcracker,1993,92,"['Family', 'Fantasy', 'Music']"
tt0107714,La nuit sacrée,La nuit sacrée,1993,110,['Drama']
tt0107713,Love to Kill,Yeuk ji luen,1993,87,"['Comedy', 'Crime', 'Thriller']"
tt0107712,Nu er dang zi qiang,Nu er dang zi qiang,1993,85,"['Action', 'Crime', 'Drama']"
tt0107711,Nowhere to Run,Nowhere to Run,1993,94,"['Action', 'Drama', 'Romance']"
tt0107709,The November Men,The November Men,1993,98,"['Drama', 'Thriller']"
tt0107702,The Nostradamus Kid,The Nostradamus Kid,1993,120,"['Drama', 'Romance']"
tt0107700,Le nombril du monde,Le nombril du monde,1993,145,"['Drama', 'History']"
tt0107697,No Worries,No Worries,1993,92,"['Drama', 'Family']"
tt0107695,No Escape No Return,No Escape No Return,1993,91,['Action']
tt0107692,Ninja Scroll,Jûbê ninpûchô,1993,94,"['Action', 'Adventure', 'Animation']"
tt0107690,The Revenge of Itzik Finkelstein,Nikmato Shel Itzik Finkelstein,1993,83,"['Comedy', 'Fantasy']"
tt0107688,The Nightmare Before Christmas,The Nightmare Before Christmas,1993,76,"['Animation', 'Family', 'Fantasy']"
tt0107685,The Night We Never Met,The Night We Never Met,1993,99,"['Comedy', 'Romance']"
tt0107683,Night Train to Venice,Night Train to Venice,1993,98,"['Mystery', 'Thriller']"
tt0107254,Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,1993,87,"['Fantasy', 'Horror', 'Thriller']"
tt0107630,My Life,My Life,1993,117,['Drama']
tt0107626,My Boyfriend's Back,My Boyfriend's Back,1993,85,"['Comedy', 'Fantasy', 'Horror']"
tt0107568,Midnight 2,Midnight 2,1993,72,['Horror']
tt0107566,Mi vida loca,Mi vida loca,1993,92,"['Crime', 'Drama']"
tt0107565,Crazy Love,Mat to sing suk si,1993,77,"['Comedy', 'Romance']"
tt0111815,Záhada hlavolamu,Záhada hlavolamu,1993,97,['Family']
tt0107563,The Meteor Man,The Meteor Man,1993,100,"['Action', 'Comedy', 'Fantasy']"
tt0107555,The Lie,Mensonge,1993,89,['Drama']
tt0107554,Menace II Society,Menace II Society,1993,97,"['Crime', 'Drama', 'Thriller']"
tt0111174,Showdown,Showdown,1993,98,['Action']
tt0107544,Rose Rose I Love You,Mui gwai mui gwai ngo oi nei,1993,94,"['Action', 'Comedy', 'Musical']"
tt0107542,Wanted: Four Legged Husband,Mehapeset Baal Al Arba,1993,85,['Comedy']
tt0107535,Mazeppa,Mazeppa,1993,111,['Drama']
tt0107533,The Blue Exile,Mavi sürgün,1993,108,"['Biography', 'Drama']"
tt0107531,Matusalem,Matusalem,1993,105,"['Adventure', 'Family', 'Fantasy']"
tt0107529,Matinee,Matinee,1993,99,"['Comedy', 'Drama']"
