titleId,title,startYear,runtimeMinutes,genres,averageRating,numVotes,sum_pop_actor,main_Actor,nb_main_actor,id_main_actor,poster_path,popularity_movie
tt0121974,L'avion de la terreur,1998,91,"Action,Mystery,Thriller",3.1,662.0,49796,unpopolar,0.0,no_id_main_actor,/lYSvEpLjbICzha8kosW6IRdevLl.jpg,2.946
tt0225947,Une combinaison gagnante,1998,91,"Comedy,Family,Sport",3.7,353.0,28909,unpopolar,0.0,no_id_main_actor,/5iFN0v3NwzMj301S7oFxW8h9NLk.jpg,2.123
tt0101590,Confrontation à la barre,1991,110,"Drama,Thriller",6.4,7752.0,52617,unpopolar,0.0,no_id_main_actor,/9BOsvZL2DuE2JFGYOssynTjs8K6.jpg,6.312
tt0101606,Associés Inc.,1991,98,"Action,Comedy,Crime",5.6,2985.0,58110,unpopolar,0.0,no_id_main_actor,/vwWexi2O70Efr4MkckbxjeIgchb.jpg,5.33
tt0115862,Le couloir de la mort,1996,113,"Crime,Drama,Thriller",6.0,15457.0,60499,unpopolar,0.0,no_id_main_actor,/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg,10.675
tt0099462,Bolide de rêve,1991,88,"Action,Comedy,Crime",5.1,875.0,18515,unpopolar,0.0,no_id_main_actor,/pg3vHYInibBtcv6bxkcZkc2cNv5.jpg,2.024
tt0105048,"Oh, Quelle Nuit!",1992,93,Comedy,5.9,540.0,45842,unpopolar,0.0,no_id_main_actor,/3wkKgbuv4jRSd9TxPQhbDrPoCwc.jpg,4.157
tt0108342,Guerrier du temps,1993,90,"Action,Adventure,Sci-Fi",4.1,1034.0,57079,Mark Hamill,1.0,nm0000434,/eo4TTfIX14wBoAJrfkLXexyjdRk.jpg,4.741
tt0127640,Laserhawk,1997,99,"Action,Adventure,Sci-Fi",4.0,583.0,45173,Mark Hamill,1.0,nm0000434,/8r1FIRXvqMl8UMUQ6I0xoHMzGw9.jpg,1.372
tt0099316,Les fous de la pub,1990,90,"Comedy,Drama",6.0,4686.0,58710,unpopolar,0.0,no_id_main_actor,/sknFE5tHQgDkG7pgqcQVB5nd8q6.jpg,7.803
tt0114666,Les liens du sang,1995,99,"Crime,Drama,Thriller",5.0,1204.0,53214,unpopolar,0.0,no_id_main_actor,/xwrY46PITbSoCiKm9gTnDWP47Kh.jpg,2.417
tt0116828,Les derniers jours de Frankie,1996,96,"Comedy,Crime,Drama",5.4,1885.0,63261,unpopolar,0.0,no_id_main_actor,/4TpztUZFGGy7UTdAqhZYvcBQzhn.jpg,2.839
tt0119987,La vraie blonde,1997,105,"Comedy,Drama,Romance",6.0,4176.0,57813,unpopolar,0.0,no_id_main_actor,/kJucBNGwwTT4n4pSHU1b44nyju4.jpg,4.754
tt0105812,Les blancs ne savent pas sauter,1992,115,"Comedy,Sport",6.8,87445.0,59984,Woody Harrelson,1.0,nm0000437,/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg,14.106
tt0109493,Deux cow-boys à New York,1994,102,"Action,Comedy,Crime",5.9,8475.0,83426,Woody Harrelson,1.0,nm0000437,/r7sckMs1xy4fXYGzzs6anofu10F.jpg,10.385
tt0117318,Larry Flynt,1996,130,"Biography,Drama",7.3,95568.0,60846,Woody Harrelson,1.0,nm0000437,/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg,13.348
tt0120490,Bienvenue à Sarajevo,1997,103,"Drama,History-War-Documentary",6.8,7576.0,75511,"Woody Harrelson, Marisa Tomei",2.0,"nm0000437, nm0000673",/bGdDqsFCF0v9M5mB77fAF8vJMsy.jpg,8.763
tt0102638,Crimes sans remords,1991,100,Drama,6.4,1570.0,78010,Ed Harris,1.0,nm0000438,/oTH6Ky1K3cNNIsKFn7SnRqTLP5w.jpg,2.235
tt0109417,Lune rouge,1994,99,"Crime,Drama,Mystery",6.3,7040.0,84939,"Ed Harris, Charles Dance",2.0,"nm0000438, nm0001097",/v2o5uqHety8727LukhGfyAfA8EE.jpg,7.792
tt0103893,"Buffy, tueuse de vampires",1992,86,"Action,Comedy,Fantasy",5.6,45385.0,54479,unpopolar,0.0,no_id_main_actor,/2uaFS4bkWqX4jaAP8IXH46p8K3A.jpg,15.395
tt0105175,Au-delà de la justice,1991,113,"Action,Adventure,Drama",4.5,603.0,48460,unpopolar,0.0,no_id_main_actor,/tsg0kIf8eKVymaSKJhDV3Bfc5so.jpg,2.56
tt0106303,Arctic Blue,1993,95,"Action,Thriller",5.1,1059.0,31622,unpopolar,0.0,no_id_main_actor,/uNWHzUCxYq9BTjioaWBS32Lz5CD.jpg,3.127
tt0111323,Cible humaine,1994,96,"Action,Adventure,Crime",6.2,12108.0,47900,unpopolar,0.0,no_id_main_actor,/wRtpJFGney5gqHmMb3JjT5WN3FH.jpg,7.893
